=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.11.29 19:25:16 =~=~=~=~=~=~=~=~=~=~=~=
---------------
System Time (ms),axWorld (int16),ayWorld (int16),azWorld (int16),axyStdDevL,axyStdDevR
79201,189,-28,384
79221,200,-8,333
79241,176,26,236
79261,121,-4,140
79281,67,-56,6
79301,15,-74,-92
79321,8,-88,-114
79341,39,-134,-39
79361,38,-135,-26
79381,-13,-107,-89
79401,-51,-116,-137
79421,-50,-91,-150
79441,-102,-33,-90
79461,-138,15,-25,96,114
79481,-115,39,-9
79501,-100,25,4
79521,-55,17,9
79541,-10,1,-38
79561,-32,-4,-105
79581,-82,15,-217
79601,-129,25,-417
79621,-176,56,-650
79641,-253,134,-874
79661,-333,205,-1145
79681,-372,217,-1490
79701,-357,245,-1916
79721,-382,250,-2447
79741,-486,311,-3126
79761,-621,396,-3988,89,182
79781,-513,339,-4909
79801,-185,567,-6092
79821,-295,328,-7170
79841,-211,311,-7602
79861,-157,320,-7748
79881,-136,315,-7791
79901,-119,298,-7744
79921,-111,270,-7678
79941,-98,236,-7592
79961,-84,196,-7514
79981,-60,171,-7431
80001,-26,147,-7320
80021,12,103,-7259
80041,52,81,-7185
80061,102,99,-7229,94,219
80081,121,-11,-7182
80101,118,-119,-6909
80121,322,-208,-6325
80141,497,-428,-5005
80161,-965,6535,3015
80181,4618,2185,3262
80201,3281,657,-4795
80221,1952,569,-6766
80241,1203,450,-7321
80261,755,341,-7425
80281,364,113,-6125
80301,1088,629,-3046
80321,1566,910,-2038
80341,-38,-451,1758
80361,-1302,-2023,3560,101,1156
80381,-449,-1459,1241
80401,284,-229,-358
80421,313,619,-461
80441,-164,258,83
80461,-190,-411,444
80481,-20,-432,216
80501,-35,-118,21
80521,-42,12,26
80541,-37,-146,102
80561,-64,-230,109
80581,-65,-123,108
80601,-16,-91,62
80621,-41,-156,34
80641,-54,-155,89
80661,-30,-119,96,102,1183
80681,-34,-119,61
80701,-46,-132,60
80721,-36,-124,80
80741,-35,-117,68
80760,-42,-116,73
80781,-34,-118,80
80800,-38,-117,72
80820,-37,-113,65
80840,-32,-115,64
80860,-33,-110,68
80880,-31,-109,64
80900,-30,-111,65
80920,-30,-101,65
80940,-34,-103,71
80960,-29,-105,65,114,1186
80980,-31,-100,72
81000,-30,-99,70
81020,-25,-100,75
81040,-26,-97,79
81060,-22,-100,75
81080,-24,-98,82
81100,-29,-91,80
81120,-27,-90,80
81140,-28,-89,72
81160,-27,-82,65
81180,-32,-82,69
81200,-31,-84,65
81220,-29,-82,73
81240,-18,-82,71
81260,-16,-85,75,182,1176
81280,-23,-81,66
81300,-23,-75,62
81320,-20,-69,73
81340,-20,-69,80
81360,-23,-71,84
81380,-23,-72,76
81400,-22,-73,77
81420,-17,-69,79
81440,-20,-70,73
81460,-19,-70,77
81480,-21,-75,83
81500,-20,-70,78
81520,-15,-69,80
81540,-21,-65,81
81560,-21,-61,78,219,1168
81580,-22,-64,82
81600,-19,-58,81
81620,-11,-58,79
81640,-17,-58,77
81660,-19,-56,73
81680,-20,-58,75
81700,-21,-54,82
81720,-14,-53,75
81740,-10,-53,79
81760,-10,-56,77
81780,-10,-57,78
81800,-7,-48,75
81820,-13,-48,85
81840,-17,-44,83
81860,-13,-46,84,1156,208
81880,-19,-47,78
81900,-17,-48,77
81920,-10,-49,82
81940,-10,-47,70
81960,-9,-50,73
81980,-13,-47,83
82000,-18,-47,79
82020,-17,-50,79
82040,-21,-47,68
82060,-17,-45,76
82080,-14,-43,65
82100,-16,-42,66
82120,-10,-40,71
---------------
System Time (ms),axWorld (int16),ayWorld (int16),azWorld (int16),axyStdDevL,axyStdDevR
88278,-42,-44,-2
88298,-14,-27,104
88318,17,-31,187
88338,78,-50,197
88358,102,-72,151
88378,61,-60,108
88398,-1,-50,95
88418,-26,-63,58
88438,-39,-51,0
88458,-77,7,46,281,105
88478,-100,44,101
88498,-61,49,51
88518,-58,15,-5
88538,-57,-14,39
88558,-35,-49,88
88578,-8,-45,90
88598,28,-5,10
88618,43,7,-61
88638,52,31,-70
88658,0,58,-54
88678,-74,67,-39
88698,-136,46,-50
88718,-211,57,-39
88738,-257,58,21
88758,-239,42,99,271,105
88778,-131,12,175
88798,13,-26,216
88818,152,-73,133
88838,202,-79,20
88858,140,-73,-24
88878,91,-63,-27
88898,81,-54,-80
88918,101,-57,-195
88938,132,-42,-239
88958,91,30,-143
88978,0,78,1
88998,-87,75,6
89018,-150,79,-64
89038,-228,100,-119
89058,-287,103,-139,164,116
89078,-253,112,-116
89098,-189,125,-71
89118,-139,139,21
89138,-86,156,100
89158,-57,178,110
89178,-82,215,92
89198,-120,225,89
89218,-98,199,85
89238,-55,163,108
89258,-21,115,131
89278,33,78,124
89298,56,37,72
89318,40,25,25
89338,9,12,-11
89358,0,13,-19,107,132
89378,-4,5,0
89398,20,-11,23
89418,62,-16,28
89438,43,-7,-19
89458,-1,-18,-79
89478,-7,-40,-147
89498,-9,-58,-170
89518,16,-69,-141
89538,39,-101,-109
89558,24,-112,-136
89578,-5,-99,-168
89598,-41,-85,-138
89618,-72,-89,-102
89637,-78,-107,-114
89658,-29,-107,-147,111,127
89677,-11,-104,-135
89697,-24,-93,-117
89717,-46,-88,-117
89737,-48,-101,-166
89757,-64,-94,-234
89777,-106,-42,-284
89797,-162,-15,-313
89817,-198,3,-359
89837,-215,12,-506
89857,-245,28,-720
89877,-300,90,-996
89897,-370,183,-1322
89917,-450,219,-1665
89937,-476,197,-2046
89957,-449,177,-2477,105,166
89977,-350,176,-2950
89997,-205,232,-3444
90017,-59,291,-3916
90037,138,371,-4472
90057,321,620,-5349
90077,307,686,-6592
90097,116,518,-7303
90117,20,423,-7599
90137,-32,366,-7700
90157,-54,319,-7705
90177,-59,283,-7659
90197,-58,260,-7586
90217,-38,234,-7516
90237,-20,213,-7442
90257,-10,196,-7353,105,230
90277,30,172,-7222
90297,109,188,-7278
90317,196,144,-7279
90337,300,15,-7149
90357,417,20,-6780
90377,139,95,-4396
90397,-7061,2218,2366
90417,2686,1214,3330
90437,2480,876,-5283
90457,1537,726,-7258
90477,923,545,-7724
90497,608,433,-7892
90517,448,327,-7772
90537,799,298,-5184
90557,2289,-46,846,116,1061
90577,290,-836,3786
90597,-653,-772,2020
90617,26,-294,-361
90637,609,253,-771
90657,121,94,30
90677,-261,-381,402
90697,44,-319,249
90717,104,-58,-5
90737,-19,-76,-7
90757,8,-232,125
90777,14,-171,140
90797,13,-114,44
90817,39,-152,40
90837,-1,-166,97
90857,3,-147,98,132,1085
90877,21,-149,69
90897,10,-143,74
90917,17,-139,83
90937,22,-132,76
90957,11,-134,74
90977,14,-134,81
90997,13,-127,80
91017,12,-120,74
91037,19,-119,77
91057,16,-119,80
91077,13,-117,72
91097,9,-114,75
91117,12,-108,69
91137,6,-110,75
91157,2,-113,74,127,1088
91177,2,-110,83
91197,4,-109,79
91217,0,-109,74
91237,1,-110,78
91257,7,-104,78
91277,9,-98,84
91297,10,-99,79
91317,7,-99,81
91337,9,-106,88
91357,14,-104,83
91377,10,-97,85
91397,12,-89,84
91417,14,-87,72
91437,9,-80,70
91457,8,-80,74,166,1080
91477,8,-82,73
91497,8,-77,75
91517,4,-74,76
91537,3,-80,74
91557,2,-85,79
91577,4,-82,80
91597,5,-75,79
91617,10,-74,76
91637,4,-77,73
91657,4,-77,78
91677,-1,-72,80
91697,3,-69,84
91717,7,-69,84
91737,3,-68,87
91757,10,-66,87,230,1067
91777,5,-67,80
91797,2,-58,72
91817,1,-61,72
91837,0,-69,75
91857,5,-62,76
91877,11,-56,79
91897,9,-53,78
91917,6,-60,72
91937,5,-62,75
91957,0,-59,69
91977,-1,-54,64
91997,-1,-52,68
92017,6,-52,78
92037,9,-54,81
92057,9,-49,80,1061,177
92077,5,-48,75
92097,8,-45,74
92117,5,-46,77
92137,6,-47,74
92157,11,-46,71
92177,11,-45,73
92197,9,-46,80
92217,1,-48,84
92237,0,-45,75
92257,10,-46,75
---------------
System Time (ms),axWorld (int16),ayWorld (int16),azWorld (int16),axyStdDevL,axyStdDevR
